geneID,KEGGID,S2_1,S2_2,S2_3,CPSF1_1,CPSF1_2,CPSF1_3
gene971,MMP0942,718,389,629,1144,1001,1053
gene972,MMP0943,1051,618,831,995,928,959
gene973,MMP0944,821,306,633,865,865,853
gene974,MMP0945,2638,1540,2020,1278,1192,1317
gene975,MMP0946,9116,4843,7028,7464,7012,6858
gene976,MMP0947,3022,1703,2414,1950,1836,1816
gene977,MMP0948,3699,1312,2366,4411,4044,4273
gene978,MMP0949,872,322,615,5054,4887,5112
gene979,MMP0950,772,264,455,2677,2499,2662
gene98,MMP0086,810,651,796,1402,1265,1277
gene980,MMP0951,465,165,266,1384,1414,1358
gene981,MMP0952,5530,3431,4501,5593,5035,5153
gene982,MMP0953,2777,1066,1859,8945,8134,9215
gene983,MMP0954,325,134,207,264,191,248
gene984,MMP0955,3913,2360,3024,2510,2463,2554
gene985,MMP0956,6893,4221,5315,5870,5778,5881
gene986,MMP0957,48,9,20,90,87,77
gene987,MMP0958,120,90,120,104,95,113
gene988,MMP0959,858,778,970,819,862,885
gene989,MMP0960,361,145,254,106,98,102
gene99,MMP0087,3951,2010,3178,3344,2923,2920
gene990,MMP0961,15577,10655,13069,7119,6903,7171
gene991,MMP0962,145,67,104,51,65,83
gene992,MMP0963,5422,3280,4050,2138,2020,2123
gene993,MMP0964,343,97,228,246,196,244
gene994,MMP0965,8040,4630,6105,5281,4820,4489
gene995,MMP0966,890,670,854,828,888,872
gene996,MMP0967,865,341,580,818,764,802
gene997,MMP0968,3940,2143,3011,3565,3411,3263
gene998,MMP0969,659,260,385,516,473,518
gene999,MMP0970,1798,976,1302,2593,2336,2564
Novel00001,--,0,0,0,0,0,0
Novel00002,--,0,0,0,0,0,0
Novel00003,--,0,0,1,3,0,1
Novel00004,--,0,0,0,0,0,0
Novel00005,--,0,0,0,0,0,0
Novel00006,--,1,0,2,2,3,4
Novel00007,--,0,0,0,0,0,0
Novel00008,--,0,0,0,0,0,0
Novel00009,--,0,0,0,0,0,0
Novel00010,--,0,0,0,0,0,0
Novel00011,MMP0218,17751,7756,7854,18539,16078,18536
Novel00012,--,0,0,0,0,0,0
sRNA00001,--,0,0,0,0,0,0
sRNA00002,--,0,0,0,0,0,0
sRNA00003,--,0,0,0,1,3,5
sRNA00004,--,0,0,0,0,0,0
sRNA00007,--,0,0,0,0,0,0
sRNA00008,--,100,14,35,1432,1264,1432
sRNA00011,--,0,0,0,0,0,0
sRNA00013,--,0,0,0,1,0,0
sRNA00015,--,1385,243,577,36663,29627,36568
sRNA00018,--,78,23,51,5935,5218,5461
sRNA00019,--,0,0,0,0,0,0
sRNA00025,--,4,6,2,8,7,9
sRNA00028,--,6512,2847,4605,5789,4525,3809
sRNA00031,--,1,3,1,40,64,53
sRNA00046,--,132,99,87,45,47,57
sRNA00047,--,152,20,79,17206,14896,18389
