"ID","GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene149","MMP0129",497.21795843455,-0.314530049871908,0.107199997554087,-2.93404903963001,0.0033457134254913,0.00565210647719623
"gene150","MMP0130",449.557167587241,-0.335181974878755,0.105980021953259,-3.1626901816135,0.00156318594583495,0.00274883596463191
"gene151","MMP0131",766.104174447234,-0.289855081171152,0.124952871478439,-2.31971524736962,0.020356286461491,0.0308672777496963
"gene152","MMP0132",1725.73462072443,-0.352682991112999,0.0806479987105595,-4.37311522606724,1.22486032622336e-05,2.77404099589405e-05
"gene153","MMP0133",9159.23659734963,-0.6651654449501,0.145472690868984,-4.57244202315033,4.82072634804747e-06,1.13104125502792e-05
"gene154","MMP0134",235.238532459892,0.0423643319920504,0.220713926126237,0.191942269958173,0.847787426348227,0.875616321937618
"gene155","MMP0135",6657.53865130413,-0.508415848901217,0.0968373257655851,-5.25020538187872,1.51929719099186e-07,4.11846407773485e-07
"gene156","MMP0136",2610.71039415775,-0.901065627201837,0.0818389490321043,-11.0102296994107,3.41132877272399e-28,3.4544605158274e-27
"gene157","MMP0137",2500.58700965924,1.32297740966179,0.113634976763752,11.6423432937578,2.5102260457991e-31,2.98852587344461e-30
"gene158","MMP0138",2791.09712258796,3.80553898223845,0.131917494249876,28.8478719511611,5.38807585107191e-183,7.91149137465726e-181
"gene159","MMP0139",1474.26350346403,2.80326668979923,0.134761455169164,20.8016950119776,4.17781174345011e-96,1.98954170052948e-94
"gene160","MMP0140",1481.19859466982,1.58787648805808,0.127733601792252,12.4311572348881,1.77052517426571e-35,2.32810847541506e-34
"gene161","MMP0141",6248.75230935756,-0.275692066381355,0.137059347831487,-2.01147948493317,0.0442748351106273,0.0638398195293987
"gene162","MMP0142",5019.06081679529,0.0361623016852202,0.155488621394582,0.232572013057158,0.816093761762238,0.84735250926639
"gene163","MMP0143",1407.77400236956,3.035875727463,0.183517057184779,16.5427441679509,1.80604268118092e-61,4.67977530035409e-60
"gene164","MMP0144",1803.58673563068,2.84069649252386,0.132696686538539,21.4074410343232,1.13897455639844e-101,6.08143384355771e-100
"gene165","MMP0145",327.918948110405,-11.9719633333774,1.18608804269179,-10.093654857364,5.89334851777453e-24,5.11531038833435e-23
